5.71502, 1
17.4496, 2
79.6377, 4
81.0424, 6
83.3095, 2
86.2764, 6
98.7727, 2
134.558, 6
148.241, 6
159.04, 10
185.997, 5
186.734, 9
188.878, 7
198.833, 4
213.436, 10
222.681, 4
222.989, 8
226.042, 10
226.851, 9
245.775, 7
273.91, 5
285.76, 7
285.993, 7
298.802, 3
319.018, 3
321.82, 9
346.174, 6
350.934, 5
355.81, 4
357.815, 6
396.403, 1
399.82, 8
401.614, 7
401.719, 6
416.425, 4
422.797, 5
428.537, 5
442.279, 3
445.31, 7
446.352, 8
465.761, 6
491.447, 2
499.818, 6
509.216, 7
515.507, 1
527.479, 7
556.521, 10
563.41, 1
578.212, 2
584.285, 9
597.335, 8
605.556, 1
611.375, 8
617.442, 2
623.296, 7
628.343, 3
642.523, 3
643.655, 7
644.958, 4
648.743, 3
649.997, 10
661.027, 5
669.043, 1
672.158, 4
679.121, 1
694.153, 3
702.061, 4
702.885, 2
708.16, 8
710.094, 4
721.886, 9
752.414, 7
760.002, 8
769.919, 7
774.018, 2
776.684, 5
778.436, 7
779.469, 5
789.004, 10
795.236, 2
796.171, 7
796.306, 3
803.178, 4
809.554, 2
818.867, 10
822.57, 3
844.007, 10
850.369, 6
853.113, 1
857.975, 1
859.145, 3
859.2, 2
880.615, 9
880.617, 4
882.923, 4
889.219, 1
900.509, 9
901.379, 3
919.362, 6
922.623, 5
930.018, 6
939.121, 1
939.583, 9
947.161, 7
969.004, 3
969.734, 9
973.036, 3
982.682, 4
985.106, 3
989.913, 4
1001.65, 9
1003.68, 6
1011.85, 7
1025.99, 9
1064.74, 6
1076.8, 1
1093.86, 4
1110.75, 8
1123.2, 8
1131.32, 9
1163.36, 8
1168.3, 4
1188.73, 1
1193.19, 5
1201.6, 3
1214.7, 5
1225.82, 5
1227.75, 8
1229.9, 10
1233.9, 4
1254.01, 5
1264.09, 4
1265.22, 5
1278.32, 9
1300.06, 5
1310.97, 9
1318.16, 9
1324.25, 3
1328.68, 2
1329.04, 1
1346.62, 9
1348.37, 10
1351.28, 8
1356.31, 4
1363.01, 2
1371.92, 8
1381.79, 8
1395.7, 10
1397.45, 3
1404.59, 3
1406.85, 2
1408.03, 9
1418.23, 5
1419.33, 1
1430.62, 7
1455.31, 6
1479.07, 1
1492.2, 9
1497.3, 1
1503.02, 4
1504.53, 7
1538.69, 4
1570.2, 4
1576.09, 8
1585.81, 2
1604.86, 3
1607.1, 4
1617.45, 4
1623.25, 10
1630.74, 1
1631.5, 9
1646.56, 10
1659.58, 9
1664.44, 7
1667.3, 9
1672.29, 3
1686.12, 1
1686.88, 7
1703.89, 4
1706.12, 3
1720.03, 2
1730.69, 4
1731.89, 4
1737.06, 10
1742.62, 4
1745.99, 3
1748.12, 7
1752.9, 4
1765.85, 7
1766.59, 3
1768.74, 3
1772.99, 2
1773.85, 4
1774.08, 10
1774.64, 3
1788.33, 10
1789.73, 3
1809.67, 5
1841.85, 7
1843.45, 10
1844.3, 3
1857.08, 1
1859.75, 3
1862, 5
1871.86, 2
1891.63, 7
1916.62, 2
1921.35, 4
1922.49, 5
1923.68, 1
1925.27, 2
1928.69, 8
1932.65, 7
1956.44, 2
1969.85, 3
1976.04, 9
1981.25, 3
