0.579318, 1
9.56327, 2
13.7617, 9
27.8719, 5
42.2683, 4
45.7562, 4
46.4108, 7
52.4108, 5
63.1535, 6
77.2711, 8
89.3064, 3
107.888, 2
110.037, 8
126.187, 9
130.631, 9
140.881, 9
156.845, 7
162.059, 1
174.417, 1
188.816, 7
200.816, 7
208.662, 2
218.662, 9
232.662, 7
236.662, 4
255.898, 4
264.183, 4
268.162, 9
278.162, 4
288.162, 8
297.716, 6
309.941, 2
330.379, 8
347.824, 2
367.584, 1
378.747, 3
385.51, 3
388.43, 7
396.777, 4
402.777, 10
417.975, 3
434.31, 5
438.927, 7
443.047, 7
444.744, 6
448.028, 7
454.235, 5
466.445, 7
470.445, 1
483.48, 7
496.79, 3
512.514, 8
542.234, 7
557.683, 1
569.683, 3
574.351, 6
580.351, 3
597.117, 4
604.37, 10
617.296, 7
624.572, 3
641.693, 5
648.105, 6
671.403, 7
712.21, 9
722.157, 3
734.157, 3
735.604, 5
746.356, 1
763.534, 6
773.534, 2
785.995, 9
818.503, 10
842.631, 10
850.786, 7
856.786, 7
870.323, 4
881.959, 3
893.819, 4
923.447, 10
950.146, 10
953.856, 4
968.064, 1
988.339, 9
1004.34, 4
1027.36, 3
1030.37, 5
1038.81, 3
1043.99, 3
1070.82, 10
1085.82, 7
1106.02, 4
1128.38, 2
1134.59, 10
1178.98, 7
1192.3, 2
1223.65, 8
1241.07, 7
1250.19, 9
1256.44, 5
1264.44, 5
1264.44, 10
1279.23, 3
1305.15, 8
1329.16, 1
1348.49, 8
1378.84, 8
1379.47, 9
1394.19, 8
1396.74, 10
1407.41, 9
1409.75, 10
1414.6, 7
1424.95, 3
1440.82, 2
1442.82, 3
1445.03, 7
1453.03, 8
1473.77, 6
1478.9, 1
1490.71, 2
1502.12, 7
1513.25, 10
1519.25, 10
1519.25, 10
1539.62, 9
1557.74, 1
1573.74, 4
1602.16, 3
1619.85, 6
1640, 6
1650.19, 4
1661.87, 8
1699.92, 1
1713.92, 1
1719.17, 4
1731.33, 8
1744.36, 7
1747.32, 7
1749.46, 10
1800.33, 2
1819.67, 9
1849.47, 4
1861.09, 2
1874.62, 3
1878.49, 3
1884.97, 6
1895.39, 6
1899.38, 4
1914.03, 5
1927.67, 3
1938.51, 4
1956.4, 1
1962.4, 2
1964.4, 1
1973.16, 5
1981.28, 3
1991.36, 6
